Processed Complaints
sunday xxxx xxxx walked bank xxxx deposit check suspicious authenticitythe fund sent someone posing buy something online sent mover money well pas informed teller suspicious check wanted know sure check authentic using fund teller informed check take day clear tuesday check see still pending check pending fund added account sure check legit cleared deposited part check cashed remainder waited till tuesday use fundson tuesday morning checked check longer pending fund safely account took fund sent supposed mover wednesday see amount check taken account upon contacting bank informed check insufficient fund bank took money account amount checkbasically scammed shocked suspected may case deliberately asked bank proceedi followed exact instruction given bank bank refuse take responsibility insists issue protect money bank help scammer could care less costumer know trust bank teller come law protecting consumer bank mistake went back bank videoed asking bank teller question againi asked question different teller receiving identical answer assured nothing worry check clear fund permanently added account tried enclose video however size big upload going attempt post online wherever possible attempt truth get still someone left sort honest conscious someone realizes life getting away someone else money frightening see little bank care institution trust money supposed helping youits country law protecting animal plant ancient building cant get act together help people bullied taken advantage financial institution lastly sad see bank help lose money one give xxxx bank loses dime turn world time either class action lawsuit politician actually care make noise put end
sent certified letter company question verify gather information per fair debt collection practice act usc sec stated required provide information required
signed citigold checking account promised reward joining xxxx xxxx xxxx aadvantage mile told requirement needed meet xxxx xxxx told met requirement mile would deposited yet receive mile promised opening account
astra recovery service credit report request verification xxxx loan taken without consent attached loan attempted daugther ssn also summer attempt start business funding information given third party phone contact astra recovery state poa phone call aggressive consumer friendly say one thing phone call end probing question poa place due information given fraud bank account harassing scam call since started since xxxxxxxx receive email xxxx email xxxx loan approval rating never received phone call verify information used email address see signature also went back research xxxx illegal credit check xxxx report xxxx never authorised credit check xxxx read many complaint astria recovery xxxx find invested astra recovery system xxxx help debt consumer keep debt getting loan using credit check initiate credit report force payment read numerous account take negative report paid today collection placed account last week man name xxxx wrong name given previous complaint xxxx sem scheduling called home give recovery service going home serve lawyer xxxx drew legal notice adastria told letter advise attorney xxxx attorney letter never released address phone number law license number never stated cease talk talk lawyer adastria permission contact send package lawyer attorney called xxxxxxxx told adastria get contact verify lawyer adastria find xxxx attorney probe without consent violating privacy attorney client relationship
several inquiry reported credit report authorize understanding given written authorization credit pulled give company pull credit report time credit freeze credit fair credit reporting act right demand disclose document recorded reatained file time request concerning inquiry reporting credit report please respond request saying inquiry verified send copy document file used verify documentation file verify accuracy disputed inquiry please delete immediatelysection fcra required promptly delete information verified law clear civil liability remedy available negligent compliance section fail comply federal law litigious consumer full intend pursuing ligation matter enforce right fcra
retail service outdoor power equipment sell xxxx xxxx company xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx since fall surcharging fee american express card charge calling convenience fee purchasing merchandise specifically redmax product shown clearly billing invoice texas illegal charge tried numerous time ask stop said could charge went step wanted purchase product another distributor charge fee threatened would sue territory map contacted american express disputing also spoke state attorney texas consumer complaint division also told file complaint office
phh created fraudulent loan history force foreclosureeviction proven payment loan phh wanted sign paid xxxx bank cashier check owe phh missing payment cashed phh proof thiswe also part xxxx settlement phh forecloseevict anyway phh follow xxxx stipulation apply payment remove fee bring current phh somehow managed evict someone take payoff something wrong could pay still get evicted phh took credit money home chance retirement life want back many document prove thesis statement including offer phh redemption cost denied redemption sign agreement sue part lawsuit hold phh accountable wrong phh evicted completing xxxx treatment say scum earth phh need held accountable done continuing homeowner trouble day signed mortgage never modification need onewe needed phh apply payment cashed problem paying payment
make charge never heard company xxxxxxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxxxxxx xxxx xxxx xxxx xxxx
upon checking credit report discovered charge king credit service california pertaining medical bill xxxx first time ever received knowledge bill confused xxxx called agency woman helped said back xxxx several failed attempt contact explained bill sent address returned call made residence went unanswered asked verification address due confusion bill would returned admitted originally wrong address upon finally getting right address bill still returned asked woman long right address would answer continued tell number called number attempted reach believe said three time must answering system assured always answering system telephone ring many time assume xxxx said know signed agreement would pay regardless whether problem insurance asked could pay balance seemingly disregarding everything told told would make payment felt fault failed contact available given medical insurance time would gladly taken care bill knew outstanding
credit report mixed xxxx matter many time call get fixed send dispute havent able fix xxxx transunion havent able anything transunion there still inquiry arent mine reported closed account mine either xxxx account thats mine report another closed account
opened student checking account cathay bank switched account personal checking account daily minimum balance without informing writing indication bank account type changed maintenance fee xxxx monthly statement current website say student checking account valid xxxx year say never informed student checking account would automatically without notice changed personal checking account xxxx monthly maintenance fee informed writing would closed account created new student checking account still student later told power attorney xxxx poa xxxx order renew student account fly back personally xxxx even though student status unchanged poa went bank xxxx teller told maintenance fee new account type minimum balance meet rectify representative wrote check cathay bank satisfy since told verbally one bank personnel advised poa daily minimum balance rather monthly minimum failed give relevant bank account disclosure new personal checking account poa returned close account xxxx account representative told charged another xxxx day nobody informed daily minimum given account disclosure material writing would known daily monthly minimum balance charged another maintenance fee consequently deducted second fee xxxx informed would see another deducted xxxx new deducted xxxx officially put account daily minimum balance advised writing changing account type given bank account disclosure would deducted maintenance fee due negligence one agent bank time arguing poa agreed consider making internal note waiving one fee charged xxxx well staff cathay bank refused let poa close account claiming safety deposit box neither given could removed safety box
disputed xxxx account transunion credit reporting agency informing account reporting inaccurately please remove credit report received result account came back verified called original creditor able provide information regarding account disputed called transunion request method verification provided told documentation provide need contact original creditor informed fact contact oringinal creditor stated got information like please provide information stated give information informed per fcra right request method verification said yes correct contact oringinal creditor informed talk provide name person spoke time telephone number well department told information regarding account asked put phone supervisor told hold hung phone account requesting removed xxxxexpress acct xxxx xxxx xxxx acct xxxx xxxx xxxx acct xxxx
uptain group told cfpb requested erroneous collection removed credit file xxxxxxxx xxxx said uptain group submit deletion request fact uptain group verified erroneous collection information xxxxxxxx according xxxx
yes bought xxxx xxxx xxxx week ago decided pay sent certified bank check xxxx xxxx plus still applied payment reported credit bureau sent title didnt even apply payment loan
todayxxxxxxxx dismissed recent litigation sps please answer question requesting criminal investigation among investigative institution request investigation based tax evasion money laundering predatory lending deceptive trade practice fraud requested name xxxx xxxx note received yet xxxx xxxx xxxx xxxx xxxx xxxx original lender note xxxx xxxx mortgage xxxx illegally placed lender note deed note publicly recorded xxxx xxxx xxxx may committed fraud forgery perjury money laundering among crime note assignment several time attached appear fraudulent signature bank employee xxxx xxxx xxxx xxxx xxxx xxxx employee went existence xxxxxxxx could sign transfer document assignment attached since xxxx xxxx xxxx xxxx xxxx xxxx authority remove assign note xxxxxxxx assignment xxxx xxxx signatory document investigated determine fact xxxx xxxx xxxx xxxx xxxx xxxx employee bank employee creating legal document defraud homeowner sent xxxx asking basic accounting question record sps seem
letter faxed xxxx xxxx day ago received answer dear sir madam got fax number nice lady talked contacted xxxx name xxxx xxxx xxxx xxxx credit card use rarely acct number xxxx however used month ago went vacation xxxx take care sick mother later went vacation kid therefore happened really fault would like ask reconsideration case pay bill month balance vacation missed statement pile mail difficult also pay bill electronically might missed paper statement balance came attention agent bank xxxx xxxx called xxxxxxxx xxxxxxxx recall exactly paid balance promptly phone last week got credit score bank noticed went xxxx point excellent barely good know going record year would like bring attention working credit history life xxxx year old divorced mother xxxx successfully paid college mortgage various car loan credit card household phone bill almost never missed payment loan often high managed stay excellent credit range would like reconsider decision report mistake paying credit bureau essentially wiping year excellent financial standing cycle missed payment promptly paid phone call please let know anything case please advise next step nothing end would like avoid consumer agency complaint thank much best regard
requesting written letter indicated amount security deposit secured credit card capitol one information available customer profile website called customer service around xxxx spoke xxxx xxxx indicated nothing available allow send letter indicating balance also indicated one could speak sent letter xxxx xxxx president retail direct banking capital one financial corporation xxxx capital one xxxx xxxx virginia xxxx requesting written verification deposit got call xxxx executive office said would investigate xxxx confirmed would receive verification letter next day talked xxxx said letter would emailed got disconnected hold called back got another rep transferred xxxx xxxx said would receive verification letter business day received verification amount security deposit
date description principal interest fee total xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx disbursement xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx payment xxxxxxxxxxxx capitalized interest xxxxxxxxxxxx payment total current balance loan current balance interest rate due date xxxx consolidated subsidized xxxxxxxxxxxx xxxx consolidated unsubsidized xxxxxxxxxxxx xxxx direct parent plus xxxxxxxxxxxx xxxx direct parent plus xxxxxxxxxxxx
back inxxxxxxxxi dispute credit bureau xxxx deleted credit report xxxxxxxx credit bureau added creditor back credit report inxxxxxxxx
believe chase violating federal law payment applied according credit card act lender required apply payment excess minimum payment balance highest interest rate first hasnt happen case balance transfer balance apr know purchase carry interest immediately made payment time transaction posted customer service explained payment applied statement balance first transaction mean possible pay high interest transaction balance carried monthly statement provided law doesnt say anything statement balance payment allocation bank way ive used credit card different balance never issue started purchase xxxxxxxx made payment xxxxxxxx purchase xxxxxxxx made payment xxxxxxxx purchase xxxxxxxx made payment xxxxxxxx purchase xxxxxxxx made payment xxxxxxxx last statement show purchase balance close xxxx charged interest charge last couple statement ill like credited back
followup cfpb ref xxxxxxxx response american express stated found representative spoke provided incorrect information offer associated account yet provided reason incorrect information believe account showing eligible free weekend night american express refusing provide additionally american express provided cardmember agreement stated term bonus ive attached picture offer signed verify claim offer included free weekend night
tried dispute item credit file multiple time susses recognize debt would like removed
sent several certified letter three credit bureau notifying incorrect information credit report inaccurate account inquiry personal information received bogus verified letter three bureau recently checked credit confidently knowing inaccurate account inquiry personal information removed credit report also gave ample amount time creditor credit bureau correct given credit bureau ample amount month correct error yet still see progression attempt made correct errored information credit report credit bureau creditor broke law without getting consent received document signature verified many fcra law broken incident next move file lawsuit three credit bureau name associated several xxxx xxxx living today noticed several social security number incorrect address account inaccurate errored student loan mine account mine well creditor along credit bureau cost much problem inputting error credit file making life living xxxx
xxxx xxxx logged experian account unlock credit report could complete home improvement purchase got account clicked unlock report unlock saw freeze also understand tried unfreeze report asked pin could find clicked page said need write mail unfreeze unacceptable business transaction going home outfit holding tried call real human get assistance tried couple number got identical robo voice assistance next day tried login wow would use username password get onto site page would show one wanting credit card month made contact feel thought extorted money unfreeze report please recall lock etc suggested credit outfit got hacked released personal information want report unfrozen never happen anyone else please fix
xxxxxxxx transfer adjustment xxxx made account increasing amount owed card xxxx reason adjustment believe stem fraudulent charge made account xxxx year fraudulent charge transferred credit card made account called credit card company corrected long made another transfer adjustment account called corrected xxxxxxxx transfer adjustment twice called time last week assured would corrected contacting seems clear usaa unwilling correct error
family member received threatening call voicemail saying taking court xxxx xxxx arizona called ohio number filed order location gave fake case number didnt pull anything county public record called number left didnt offer disclaimer gave right said legal answered phone asked debt collection agency said asked attorney work lady started talk personal information without verifying werent telling told wasnt going discus personal information would verify personal information didnt company information felt like scam asked contact family member said see court xxxx
attended xxxx xxxx university total amount one semester recall signing anything student loan besides fafsa paperwork year stopped going xxxx xxxx started receiving phone call email student loan knowledge signing asked mom control educational financing also could recall applying loan except fafsa company issuing loan seen xxxx xxxx xxxx xxxx contacted several time start repayment plan seeing delinquent account scared effected credit score causing lower significantly want sure legitimate loan scam fallen privy past remember specific date spoke however received two letter mail last week statement balance request payment made payment last couple month need know really signed loan young uneducated thing work want sure taken advantage
let specific capital one company charge credit card customer late fee xxxx even payment made due date playing game est pst time cut payment made due date egregious outrageous opinion disgusting tactic try turn late payment fee profit center called complain xxxx get fee reversed forgotten auto pay turned met rude customer service manager could cared less xxxx payment tried pay online site would accept new payment option time xxxxxxxx tried pay perfectly valid payment method xxxx debit card rejected tried pay via automated phone tool customer service also available human available despite fact clearly say hour customer service back card referring automated system work
disputed account received response stating deleted someone pull trimerge credit report receiving result account still credit credit bureau stated deleted
issue barclay credit card unauthorized charge credit card place reviewdispute unfortunately charge created late fee interest charge accredited credit card dispute going afraid action bank cause credit payment history impacted inquire late interest charge time communicated concern bank advice pay interest late fee charge would able control whats reported credit bureau waive additional fee bank also ensures investigation credit account fee would able update credit report meaning late payment show credit report valid believe unauthorized charge account bank start investigation charge late fee interest charge charge dispute
speaking company submitting prior complaint researched called secretary state company isnt bonded state texas collect debt obtained certificate state information enclosed attach document complaint would like item deleted credit report bureau immediately fairness right state law along law regulation fcra company caused financial hardship making difficult credit worthisness
dear experian making formal complaint reporting inaccurate credit information credit reporting law ensure bureau report accurate credit information every step must taken assure information reported completely accurate correct disputing several account experian every time receive result mail item come back verified absolutely proof verification proof contract signed document letter cra request physical proof verification providing proof identity still provided documentation merit alongside signature attached according section fcra credit reporting agency required provide proof verification proof account belongs able provide shall delete account credit report guideline provided fcra clear show experian violating right law sent certified letter xxxx tracked delivery confirmation received letter authorize anyone employed company make inquiry view credit report violation fair credit reporting act section serious breach privacy right making final goodwill gesture allow correct erroneous reporting maintaining careful record communication purpose filing complaint next attorney general office continue noncompliance remind xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx may liable willful noncompliance failure respond satisfactorily within day receipt certified letter may result small claim action company seeking per violation defamation negligent enablement identity fraud violation fair credit reporting act xxxx included information credit profile failed maintain reasonable procedure operation assure maximum accuracy credit report publish following inquiry without authorization legitimate business purpose serious error reporting please delete misleading information supply corrected credit profile creditor received copy within last six month employment purpose disputed item follows xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxxxxxx xxxxxxxx xxxxxxxx xxxx xxxx xxxx xxxxxxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxxxxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxxxxxx additionally please provide name address telephone number credit grantor subscriber federal law day complete reinvestigation please advised description procedure used determine accuracy completeness information hereby requested well provided within day completion reinvestigation appreciatively xxxx xxxx
loan placed deferment without approval knowledge logged loan servicing site navient make normal payment month xxxx discovered loan private federal placed deferment never received communication request approval happen called navient try resolve issue requesting loan taken deferment returned normal payment schedule previously concern since loan placed deferment interest would begin accrue capitalized principal made clear initial call wanted loan deferment return normal payment schedule specifically avoid interest capitalized informed loan removed deferment would able make normal monthly payment xxxx proceeded make normal payment done previously xxxx logged back account make payment month notice returned normal payment schedule navient also capitalized approximately worth interest despite made normal payment xxxx called straightened explaining returned normal pay schedule xxxx payment made applied normally avoid interest capitalizing told nothing could changed payment cycle ended inquired loan placed deferment first place without knowledge told federal requirement seemed suspect especially since neither cosigner received notification requested navient return back normal pay schedule month xxxx speaking representative manager assured returned normal schedule date payment due xxxx xxxx account still reflect normal payment schedule requested additionally none capitalized interest removed despite continued make normal monthly payment result monthly payment due increased capitalized interest
account shown closed dispute added day later contract company yet continue say account verified mine yet never sent proof owe contract
contact everyday since beginning told portfolio recovery collection company debt pay also try get make verbal agreement without understanding please help affecting credit say owe
xxxx xxxx platinum card received offer whereby would receive xxxx xxxx xxxx person referred card upon approved referred wife back xxxx approved instantly received xxxx point promised term offer say could take week well past wrote amex said would look problem solved upon next statement closing next statement closed still received xxxx referral bonus point would like point deposited account soon possible
second time submitting complaint company prior complaint xxxx status submitted cfpb product debt collection issue written notification debt received complaint thank review complaint depending find typically send complaint company response send complaint another state federal agency help get touch state local consumer protection office let know need information continue work complaint collection listed outdated false verifiable arc xxxx
frustrated right get paid xxxx believe lot xxxx check made payment nephew thinking okay forgot sent package xxxx well ended going overdrawn lot well xxxx tried small charge several time enough account well trying every couple day bank charging every xxxx checked balance saturday overdrawn flabbergasted added charge came mean overdrawn phone many time talking several different people credited could get understand overdrawn penalized charge seem little absurd know anything social security really afford thank time sent xxxx xxxx xxxx xxxx
mortgage payment uwm xxxx xxxx paid required xxxx escrow account paid faithfully every month property tax hazard insurance reason received statement saying short amount escrow account need send required escrow xxxx dollar xxxx past never short happened year talked give answer happened short year uwm division united shore financial service
filed complaint cfpb last year regard chase private student loan inability repay current monthly payment chase willing negotiate certain extent granted temporary deferment period request chase lower monthly payment disregarded last resort signed deferment paperwork get relief paperwork sent requested returned chase even paperwork new loan term would allow keep sent signature page would grant deferment sent paperwork including new term loan currently documentation showing new loan term paper signed let alone monthly payment sent letter csl requesting lower monthly payment deferment period coming end relatively soon get response chase made clear possibly could would able afford monthly payment next year way paying original monthly payment chase provided documentation showing new monthly payment
xxxx transunion xxxx keep reporting account erased due fact validate claim stated owed caused lost hard xxxx cause able get housing family ask removed report asap xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx
phone xxxx browsing email found loosing weight using formula called xxxx thought would try bottle give wife daughter try filled personal credit card information placed order gave conformation decided search company review product tried back web site delete information site would allow back change information turn phone get site called credit card company make sure charge product said charge account web site phone number contact information forgot matter week later received bottle product credit card charged statement received company phone number name company immediately called phone number explained happened order product wanted return rep told would charge per bottle shipping charge said fraud hung called credit card company explained happened wanted report fraud credit card company took information told hold product otherwise would disputing plus restocking fee received letter credit card company xxxx xxxx stating longer investigate case fraud return product company timely manner called credit card company explained told return product also explained credit card company would try return item time called return product company said closed account could return item account closed soon contacted credit card company back xxxx regarding fraud credit card company believe order product information given regarding purchasing company give authorization use information purchase item addition looking order bottle want money back credit account addition numerous negative thing said xxxx formula daughter told contains testosterone good woman take credit card company longer deal regarding matter said used day devote matter work longer company closed account give information contact information owner company information original web site gone information web name company statement find information distribution company named bottle credit card company caused problem telling return item could still bottle opened
applied shortsale assistance xxxxxxxx offered help avoid foreclosure submitted least xxxx offer buyer also really low ball cash offer even bother within timeframes xxxxxxxx contract price get countered market value time buyer cancel contract subject shortsale approval new bpoappraisal realtor kept listing property bank wanted xxxx got showing request sent xxxx listing history lender show activity seem matter sent comp wanted non disstressed foreclosure shortsales used comp make sense bank using comparables house current dis stressed condition appraise property benefit feel bank purposely delaying shortsale coming true market value property would rather see foreclosure process would stop foreclosure action bank filed pendens law suit month ago knowing contract place shortsale processing sure form discrimination scam example latest contract shortsale approval xxxx different bpoappraisal people came bank within day xxxx reported take picture value dispute told full bpo back submit work lender request cancelled bank stalling finalize shortsale current buyer move xxxxxxxx going walk sale like buyer file processed moved along fair market value current water leak master bathroom window washer dryer really work disclosed buyer bank really want work please stop wasting time help
could afford student loan got college could find job despite applying hundred first got college grant federal aid apply rest xxxx xxxx privately got loan inrerest even know interest xxxx year old high school xxxx year went gave harder time getting student loan end even interest rate anyone charge much education criminal navient took loan file forbearance multiple month finally got job got job still could afford payment called lowered realize paying interest last two year barely able afford xxxxmonth private loan past xxxx interest payment apparently ended payment gone xxxxmonth xxxxmonth private navient loan also pay federal dept education loan begged lower interest rate chance even getting close paying called asked income drive repayment plan make year apparently much however tax take account mortgage car payment gas lother loan food barely afford boyfriend year want get married start family anything world afraid never able due criminal behavior navient xxxx xxxx tried consolidate company thanks interest rate debt built quickly get approved forbearance still find way make payment every month fall behind everything else education ruining life like
